DER_mass_MMC DER_mass_transverse_met_lep DER_mass_vis DER_pt_h DER_deltaeta_jet_jet DER_mass_jet_jet DER_prodeta_jet_jet DER_deltar_tau_lep DER_pt_tot DER_sum_pt DER_pt_ratio_lep_tau DER_met_phi_centrality DER_lep_eta_centrality
 108.871   19.150   61.880  180.892    2.991  367.788   -0.581    1.369   47.603  325.360    2.282    1.404    0.675
  92.009   20.730   39.750  337.271    4.850 1664.725   -5.853    0.717   19.811  455.197    2.037    1.264    0.459
 133.929   10.836   87.372   76.227    5.646  638.067   -5.414    2.359    5.961  145.780    0.698    0.625    0.960
 132.162   85.735  117.396  127.297    4.868  759.460   -5.814    1.365   36.000  339.236    0.592   -0.977    0.925
  75.899    0.831   57.499  169.869    3.279  430.363   -2.635    0.790    5.814  335.024    0.981    1.073    0.941
 139.947   21.991   95.724   56.117    7.473 1726.667  -13.684    2.394   37.408  206.143    0.951   -0.086    0.776
  88.776   51.011   65.452   69.618    1.343  153.378    0.120    1.741   45.947  280.479    0.606    0.060    0.495
 134.472   14.137   95.303  134.977    4.302  564.815   -4.044    2.074    6.956  257.670    3.215    1.262    0.684
  91.155   27.348   44.235  141.950    1.405  139.496    5.492    1.286   23.521  258.856    1.179    1.382    0.416
 100.419   10.376   66.385    4.769    1.131  224.087   -0.242    3.073    4.846  258.105    0.678   -1.411    0.003
  55.360   87.734   43.833    2.856    0.451  180.918    0.094    1.628   42.350  245.130    2.160   -1.311    0.000
 221.226   33.269  168.835   58.710    1.531   69.070    2.616    3.415   26.152  132.430    1.188   -0.134    0.995
 130.966    0.271   59.450  124.510    0.772   53.806    0.149    1.997    3.474  191.053    0.931    1.005    0.004
  98.232   41.421   58.804  152.044    0.160   70.326    1.744    1.718    6.521  264.562    3.669    1.364    0.000
 222.819   63.891  166.385   27.966    3.348  187.207   -2.290    2.849    6.595  235.870    1.427   -1.406    0.537
  27.518  152.002   25.480   64.159    2.488  233.854   -0.742    0.511  104.298  308.971    3.384   -0.307    0.075
 131.971  127.743   99.611   70.645    5.952 1026.917   -8.838    1.880   49.425  231.451    1.391   -0.509    0.803
 100.735   19.606   69.812   24.431    1.347  105.154    6.554    2.852    1.477  159.967    1.612    1.414    0.019
 111.837   18.375   55.882  125.634    6.548 1699.855  -10.683    1.773    2.792  197.609    0.993    1.374    0.705
 116.567   96.502   90.757   38.772    1.180  227.664   -0.155    2.810   29.883  262.260    1.990   -0.656    0.054
 131.932   40.520   89.755  104.915    3.013  251.177   -2.066    3.269   12.188  217.809    3.390    1.414    0.886
 133.419   75.248   71.915  178.624    4.352  774.681   -4.238    1.297    1.238  332.303    2.068    1.300    0.951
 151.248   21.597  111.601   87.939    0.534   68.382    4.876    2.026   92.484  242.162    0.368   -0.978    0.000
 142.854    2.657   84.759   90.709    4.965  915.722   -6.095    2.306    1.494  235.697    1.028    1.060    0.955
 100.503   41.624   77.096  174.418    2.043  263.853    0.495    1.165   13.269  371.672    2.387    0.009    0.992
 111.737   26.341   67.949  159.981    2.330  406.228    2.031    1.306    6.227  382.762    0.994    1.377    0.277
  98.983   33.762   59.336  138.523    0.928  203.426    2.290    1.408   20.821  315.359    0.657    1.174    0.033
  63.334   90.993   53.984   17.657    1.047  155.385    0.648    2.026   55.517  292.146    1.738   -1.327    0.018
 126.312    0.272   82.483   38.087    6.445  910.398  -10.279    2.757   21.489  156.878    1.061    0.980    0.525
  85.021   19.667   51.606   40.213    2.678  479.826   -0.954    2.759   47.839  288.330    1.232    1.395    1.000
 188.954  120.210  147.489   51.458    5.101  631.438   -5.948    2.687    9.079  255.278    2.623   -1.036    0.569
 120.856    0.842   90.592  193.651    0.044  366.780    0.498    1.600   40.002  622.089    5.552    0.989    0.000
  88.314   39.057   52.814  132.007    0.931   97.864    2.234    1.269    2.887  237.864    0.746    1.282    0.026
  83.040   10.745   61.776  103.353    3.315  202.067   -2.725    1.322   30.159  177.530    0.594    1.409    0.946
 126.193    1.010   46.514  494.342    4.569 1342.202   -2.333    1.013    1.130  650.770    3.466    1.024    0.296
 110.540    3.159   62.560   85.800    0.742  155.321    0.013    2.204    1.435  229.266    1.308    0.921    0.000
 121.562   39.873   89.152   48.079    2.295  233.523   -1.296    2.313   64.656  261.953    0.800   -0.202    0.920
 135.679   10.399   89.310  104.235    5.198  812.528   -5.059    2.121    1.394  196.433    1.057    1.351    0.886
  75.737   45.679   40.037  148.653    1.031  282.883    0.288    1.044   31.518  425.454    1.404    1.302    0.001
  89.776   75.047   77.230  112.852    1.378  113.041    0.534    1.139   24.388  280.036    0.712   -0.261    0.979
 155.788   25.958  110.627   83.861    2.117  171.013    2.079    2.399    0.510  218.336    0.900    1.413    0.690
 106.787   41.970   80.748  111.417    6.332 1637.475  -10.009    1.353   28.950  337.444    0.272   -0.362    0.963
  99.600   11.933   61.148   52.092    0.383  154.971    0.675    2.944   47.396  259.825    1.536    1.371    0.000
 114.517   47.839   87.544   53.527    5.927  827.054   -8.772    2.359   32.368  176.719    1.746   -1.140    0.999
 138.784    6.400   85.092   79.123    4.582  397.698   -4.618    2.270    1.239  170.804    0.890    1.144    0.931
 119.692   21.578   71.608  221.613    5.667 1774.617   -7.715    1.161   24.365  415.231    0.319    1.318    0.798
  69.605   35.298   46.607   54.368    3.023  190.272   -0.593    1.900   22.431  139.804    1.380    1.323    0.995
 108.525   33.844   63.588  136.508    2.810  290.933   -1.755    1.488   10.633  238.648    0.944    1.414    0.844
 103.017   57.379   75.038    5.075    4.564  437.665   -5.185    3.013    0.701  152.485    1.756   -1.393    0.994
  87.979   45.345   59.249   98.376    0.172  366.922    1.315    1.452  157.046  624.782    1.140    1.086    0.000
  90.423   31.763   56.786  107.476    4.231  549.883   -3.983    1.544    7.688  219.629    0.471    1.376    0.740
 112.542   31.328   70.191  100.208    4.076  684.874   -4.137    1.955    3.884  267.916    0.540    1.411    0.829
 138.881   14.799   88.964  151.759    2.288  224.293   -1.198    2.160    7.026  267.892    2.957    0.762    0.953
 210.918   97.439  158.158   27.333    1.311  134.519   -0.222    3.320    5.514  221.115    1.173   -1.408    0.007
  38.416    0.428   24.607   74.832    5.335 1356.625   -6.942    0.924   47.756  293.235    1.065    1.039    0.973
  72.993   34.659   53.943   54.938    0.421  136.345    0.876    1.759   84.965  319.795    2.011   -0.607    0.124
 132.675   36.481  108.429   68.406    4.774  369.588   -4.718    2.313    0.535  149.463    1.425   -0.486    0.799
 100.979   15.335   35.454  306.889    0.406  188.667    0.983    0.719   91.929  461.264    0.791    1.314    0.000
  64.093   63.860   52.389   92.750    1.361   87.511    3.099    0.906    8.591  222.225    0.634   -0.372    0.000
 302.850   23.348  226.652   79.890    0.693   45.933    2.016    2.571   29.799  301.324    1.055   -0.228    0.034
  93.670   27.756   65.513   55.405    3.627  259.023   -3.275    2.128    3.628  165.539    0.497    1.173    0.954
  86.936   17.353   61.138   30.417    1.707  237.825    0.403    2.872    7.834  269.832    1.658    1.404    0.557
 128.263   37.480   94.768  150.818    4.431 1604.582   -4.098    1.640    0.769  533.343    0.237    0.665    0.969
  98.663   21.175   55.847  354.368    4.488 1531.918   -5.036    0.759   64.445  600.405    2.950    1.139    0.827
 222.106   50.279  155.010  138.352    0.089   85.920    0.800    2.305   22.663  288.616    1.005    1.315    0.000
 113.063   51.342   58.741  135.914    1.387   97.354    1.999    1.604    4.867  204.864    0.939    0.857    0.066
 130.307    1.348   81.422  308.043    3.633  552.963   -3.283    0.843    8.790  503.755    1.129    0.982    0.949
 111.002   15.904   83.270   61.160    0.656   85.053    4.512    2.157    1.937  196.044    1.805    1.386    0.570
  76.873   20.323   29.569  215.284    0.411  157.064   -0.012    0.847   57.235  415.267    0.886    1.353    0.000
 118.883   20.174   67.446   82.781    4.836  515.242   -4.899    2.176    3.669  170.958    1.087    1.321    0.979
  87.789   49.715   59.304   56.877    1.100  107.300    5.427    3.124   42.255  201.880    0.819    1.414    0.000
 123.668   51.266   84.216   58.714    2.958  649.413   -1.189    2.578   22.010  367.167    0.971    1.411    0.972
 114.159   27.708   83.800  144.624    3.192  489.073   -2.501    1.442   44.433  368.280    2.361    1.064    0.998
 216.014   89.107  119.844   87.327    1.017  139.691   -0.199    3.074    3.317  275.017    4.608    1.411    0.580
 119.640   10.385   82.005  170.652    2.872  478.486   -1.989    1.324   47.563  392.683    1.364    1.386    0.357
  94.470   20.081   70.452   80.363    5.779 1033.238   -7.566    1.981    2.259  181.316    2.269    0.241    0.569
 104.878   59.844   61.667   37.556    2.137  155.421   -1.060    2.978   30.643  195.982    0.832   -1.128    0.083
  97.351   40.702   79.459  109.805    2.124  157.058    1.421    1.240    6.871  249.175    1.102   -0.547    0.905
 101.617   24.010   69.402   84.089    1.672  100.283   -0.214    1.789   33.683  206.591    0.655    1.411    0.571
 147.342   10.631   90.353   99.890    5.884  781.838   -8.304    2.019   22.956  189.746    0.946    1.183    0.860
  87.500   93.377   68.744   23.489    3.889  692.094   -3.579    2.379   46.042  300.415    1.470   -1.324    0.880
  86.330   22.533   60.476   25.852    3.094  389.031   -1.769    2.831    0.386  212.532    1.103    1.414    0.717
  88.153   28.400   61.593   77.306    1.232  137.136   -0.266    1.887   37.617  196.698    2.000    1.414    0.611
  70.122   68.141   56.872   48.764    2.306  160.112   -0.647    1.612    1.655  166.032    2.268   -0.432    0.170
 105.884   86.947   68.497  101.376    1.634  120.306    3.354    2.376   31.010  177.834    0.608    0.354    0.977
 213.796  112.802  152.642   66.968    0.948   75.167    0.643    2.554   24.231  249.395    1.117    0.155    0.000
  75.121    5.228   45.910  122.489    3.839  539.061   -1.970    1.180   47.356  283.619    1.207    0.854    0.284
  81.942    8.465   43.424  189.049    1.760  162.236    5.513    0.821    9.001  344.756    0.294    0.769    0.080
 103.463    6.077   62.450  146.057    0.564   99.816    0.093    1.451    3.921  265.085    1.656    0.901    0.919
 176.486   45.710  142.569  100.577    3.406  444.076   -1.641    2.348   20.269  360.906    2.486   -0.851    1.000
 125.813   32.118   89.353  200.348    4.853  903.316   -4.667    1.736    5.741  376.476    5.325    1.268    0.995
 102.479    3.851   49.068  217.945    3.408  947.707   -2.385    1.138   20.753  483.811    1.680    1.156    0.746
 136.056   10.699  101.229  199.811    3.249  513.352   -2.629    1.304   61.473  423.377    0.329    1.235    0.891
 121.749   27.521   86.298  262.787    1.909  360.243    1.736    0.918    1.974  500.157    1.479    1.381    0.999
 116.532   35.937   82.182  100.545    1.379  370.845   -0.334    1.694  139.749  635.132    1.205    1.279    0.001
 211.731   91.488  181.252   66.057    0.829   41.927    3.526    3.196   31.238  163.730    3.513   -0.638    0.756
 163.902   86.833  128.813   72.262    0.477  169.888    1.755    3.629   31.978  304.589    3.900   -1.414    0.196
 110.795    6.687   61.994   77.730    2.503  122.407   -1.451    3.246    2.337  133.915    1.673   -1.409    0.789
 218.642   41.005  179.269  100.453    2.220  182.220   -0.816    3.041    2.831  261.625    4.014    1.019    0.102
 112.541   19.686   69.864  117.028    0.827  107.113    3.077    1.783    3.352  238.322    1.661    1.274    0.035
  89.889   19.297   57.158  201.648    1.608  260.695   -0.601    0.968   32.279  427.596    2.254    1.387    0.010
 143.444    2.935  105.265  129.869    3.557  424.787    1.486    2.588    1.241  299.846    4.563    0.927    0.667
 227.198    7.305  172.787  237.666    1.990  280.110    0.336    1.743   17.672  515.086    2.538    1.070    0.580
 114.261    7.439   78.753   78.676    0.719   34.951    2.471    1.983    2.846  170.697    1.305    0.780    0.919
 120.273   11.449   81.618   28.283    5.390  722.350   -7.233    2.797    0.169  178.723    0.997    1.369    0.710
 111.888    4.071   57.086  153.510    2.222  182.153    0.157    1.421   86.597  236.315    0.946    0.926    0.826
 102.015   11.062   55.946  180.367    3.759  598.970    0.849    1.312    2.831  327.113    1.844    1.193    0.069
  92.129    6.049   49.508  101.602    0.523  156.402    1.061    1.989   26.003  227.476    1.754    0.860    0.000
 105.075   15.612   76.565   43.431    0.355   73.559    0.814    2.766    5.592  167.520    2.030    1.390    0.000
  90.020   76.762   50.042  193.831    2.441  485.406    0.632    1.044   95.715  382.280    0.578    0.677    0.042
  90.027   15.038   48.238  108.234    1.051   64.277    4.034    1.558    7.056  170.535    0.820    1.345    0.000
  95.470   36.007   66.881   65.568    1.286  182.368   -0.179    2.283   25.108  239.439    1.997    1.413    0.054
 115.096    1.888   66.470  111.112    2.201  381.127    1.867    1.869    3.465  312.678    1.297    1.038    0.361
  84.628   19.101   58.991  186.107    2.725  541.996   -0.743    0.943    2.101  456.275    2.052    1.299    0.986
 123.833   25.818   81.228   80.300    2.820  134.769    1.079    2.258   26.275  144.647    0.641    1.414    1.000
 230.274   67.977  187.099  115.724    0.454   86.038    0.306    3.093   28.772  326.033    5.545    0.011    0.000
 128.405   76.824   81.708   35.533    1.828  187.402   -0.343    2.833   87.357  287.548    1.261   -0.312    0.805
  83.077    3.950   55.153   43.070    0.736  169.972   -0.135    2.216   41.121  250.219    1.080    0.785    0.000
 145.215   69.966  104.381   60.309    4.998  479.435   -6.049    2.985    1.055  186.581    1.725    1.414    0.698
 170.714    8.188  113.567   27.586    0.366   94.699   10.853    2.905   51.764  248.073    0.932   -0.824    0.000
 152.968   84.330  134.743    4.065    1.152   78.885    1.423    3.158    2.877  142.631    1.539   -1.373    0.000
 124.775    6.278   72.925   77.086    4.276  451.500   -2.304    1.952   13.233  197.830    0.589    0.810    0.754
 113.148   68.217   84.548  126.134    5.606 1226.312   -7.544    1.897    1.115  280.910    4.693    1.363    0.997
 116.438    4.338   87.309  141.739    6.512 1821.461  -10.131    1.615    1.276  260.445    2.979    1.110    0.996
  71.303   49.302   45.493  220.555    1.936  487.894   -0.234    0.661   63.408  575.820    0.649    0.611    0.741
 125.040    3.638   54.763   87.256    7.000 2292.759  -12.248    2.917    1.399  202.033    1.023    1.188    0.961
 127.351   55.169   83.220  212.895    0.462   75.729    1.676    1.124   41.493  383.671    1.604    1.264    0.001
 143.143   70.421   77.724   33.533    4.968  831.722   -5.958    3.237    1.040  203.891    1.169    1.392    0.693
 126.529   94.182   90.043  102.951    2.349  202.847   -1.372    1.920   22.568  240.041    0.568   -0.169    0.225
  88.140   61.257   58.667  128.813    4.599  633.280   -4.644    1.533   57.086  282.749    0.391    0.773    0.806
 159.225   23.174  116.137  212.362    0.506   84.429    0.122    1.719    4.290  464.689    3.760    1.220    0.195
 139.748   11.444   70.432  127.121    0.200  254.968    0.026    1.800   28.495  449.255    0.690    1.183    0.000
  88.839   40.701   60.228   15.595    4.413  497.153   -4.484    3.049    3.257  165.316    1.304    1.403    0.655
 106.626   39.539   78.775   35.293    2.107  325.568   -0.976    2.419    0.945  288.628    1.753   -0.225    0.649
  80.327   26.059   54.386   45.355    1.578   92.233    6.002    2.413   48.175  129.231    1.868    1.410    0.531
  72.674   20.092   48.877   47.543    3.820  351.987   -3.177    2.051   20.095  202.095    1.349    1.414    0.994
 102.983   29.793   31.211  439.284    0.486   79.405    1.474    0.532  140.499  424.565    1.841    1.363    0.000
  91.716   37.649   69.636  148.282    2.425  218.686   -0.806    1.052    2.474  304.402    0.921    1.192    0.310
 110.407    9.931   66.345   61.465    0.505  135.619    0.680    2.312   43.104  250.093    0.791    1.255    0.099
 103.955   16.363   68.399   81.932    2.691  225.387    0.751    2.117    5.673  204.803    1.802    0.524    0.517
  56.288   57.962   43.377   39.829    1.299  161.121   -0.421    1.304   32.763  239.846    1.329   -1.130    0.028
 134.782    3.426   93.498  243.627    4.398 1323.243   -4.709    1.015    1.141  489.448    1.216    1.044    0.997
 108.214  104.485   77.885   67.173    3.173  350.451   -2.361    2.332   16.023  239.671    2.706    1.207    0.160
  77.519   41.900   46.242  134.706    3.430  497.741   -2.124    1.175   57.155  272.843    0.484    1.123    0.427
 127.464   42.156   79.462   85.035    1.061   82.244   -0.102    2.307   70.526  304.827    0.466    1.409    0.892
 103.460    3.262   67.149   33.480    3.780  277.846   -3.258    2.598    2.911  150.656    0.949    1.167    0.946
 120.188   11.744   60.092  165.707    4.643  852.119   -3.536    1.342   32.118  264.583    0.781    1.176    0.889
 124.147    0.355   98.220  199.298    1.085  114.334   -0.024    1.082    6.119  368.688    1.117    1.019    0.701
 124.075    9.839   95.146  212.970    1.757  332.427    0.546    1.150   23.930  487.267    0.249    0.613    0.012
 140.490   46.645   47.968  142.787    2.955  370.360   -0.829    1.880   26.067  277.264    1.617    1.408    0.008
  82.533   25.203   55.991  123.536    1.298  233.183    0.136    1.192  118.543  473.975    0.882    0.986    0.669
 131.190   17.616   90.732   72.632    1.179  183.431    1.298    2.023   38.330  327.927    0.409    0.193    0.000
  93.607    7.957   51.987  149.078    1.630  212.811   -0.519    1.334   29.347  309.570    1.534    0.728    0.681
  95.408   22.807   71.260  139.899    2.390  244.364   -1.165    1.460   42.084  293.630    2.727    0.093    0.093
 140.932   10.795   65.628  120.481    2.340  210.539   -1.326    1.923   28.381  262.192    0.606    1.185    0.915
 150.984   51.686  100.448   97.780    0.182  115.205    2.666    2.123   37.715  284.149    0.698    1.395    0.000
  43.131   15.763   34.305  169.109    0.423   49.686   -0.042    0.618    2.339  337.515    6.389    0.464    0.000
 123.856    9.097   61.078  118.192    5.659  991.013   -7.187    1.825    2.348  210.471    0.729    1.180    0.999
  92.233   94.164   71.016   69.410    5.336  972.282   -5.149    1.963    1.590  252.520    3.932    0.403    0.125
 143.284   27.999   99.600   23.453    0.980  116.704    0.606    2.967   32.639  196.195    0.986    1.414    0.824
  77.418   26.433   53.309   65.746    0.961  226.819    3.010    1.565   14.770  384.476    0.638    0.068    0.997
 118.730   18.196   53.609  146.319    3.864  464.066   -3.725    1.498    0.841  224.492    0.642    1.304    0.892
 145.944   30.225  107.222   61.354    4.463  611.714   -3.234    2.385    0.997  246.514    1.373    1.414    0.670
  65.492    0.048   44.337   35.349    5.104 1077.201   -4.697    2.157    6.108  219.554    1.454    0.997    0.356
 122.401    8.963   85.123    2.295    4.063  798.310   -4.119    3.104    2.070  289.427    0.936   -1.413    0.642
 126.031   27.819   80.508   77.373    2.608  323.951   -0.222    2.317    2.096  260.835    1.334    1.370    0.134
  88.826   13.596   49.512  110.727    3.819  576.864   -2.212    1.610   32.968  271.417    1.433    1.233    0.805
 147.147   22.691   97.472  115.519    0.523  110.124    0.335    2.011   44.007  274.412    0.415    1.405    0.000
  42.902   31.025   29.789   74.956    2.877  194.827   -1.139    0.925   28.227  190.872    0.865    0.116    0.919
 107.624   58.014   69.338  106.745    0.129  148.807   -0.004    2.097   48.807  277.074    1.518    1.235    0.000
  89.682   30.582   68.789  136.262    1.664  124.628    0.416    1.100   29.292  276.197    0.556    1.019    0.651
 164.557   46.668  127.363   70.184    5.698 1688.479   -8.104    2.261   30.095  343.852    0.861   -1.037    0.641
 112.932   52.176   68.004   53.750    5.321  542.959   -6.140    2.656   19.957  128.984    1.234    1.084    0.981
 110.765   20.048   32.505  346.325    4.299 1141.391   -4.620    0.678   80.121  509.461    0.387    1.403    0.862
  34.264   77.359   30.578   48.482    0.955   53.947    3.855    0.832   37.978  186.252    1.176   -0.288    0.003
 173.107   75.382  127.171   46.229    1.994  202.748    1.914    3.530    3.359  237.117    2.546   -1.414    0.064
 112.873   34.211   64.772  207.573    3.535  466.799   -2.214    1.181   49.030  322.323    1.895    1.411    0.950
  93.747   63.362   68.024  120.123    0.432   45.069    0.663    1.785   55.849  268.066    3.992    1.399    0.000
  77.792   50.282   44.294  273.025    2.062  243.991   -1.015    0.579  130.880  481.246    1.144    0.937    0.710
  82.786   49.080   57.448   47.879    5.775 1002.034   -8.322    2.414    0.816  175.808    1.491    1.375    0.860
 111.888    6.842   47.544  209.714    3.968  675.043   -3.824    1.058   16.849  374.588    0.573    1.125    0.831
  88.071    7.882   49.386  116.588    0.450   47.378    2.045    1.451   14.947  182.323    1.116    1.148    0.903
 136.767   19.019   92.337  233.640    0.458   95.069    0.819    1.107    2.426  405.947    0.700    0.055    0.591
 109.557   72.424   60.289   37.652    0.612  164.114    0.292    2.685   53.406  236.089    1.252    0.191    0.000
 106.900   57.261   65.527   37.429    3.212  180.192   -1.348    2.699   45.076  136.524    1.092    1.348    0.033
  91.838   37.173   66.307  106.131    0.798   79.883    1.986    1.448   52.211  226.728    0.648    0.895    0.000
 107.238   17.636   68.663   45.915    1.396  129.296   -0.271    3.188   10.422  173.520    1.437   -1.408    0.053
 144.659   63.357   81.362   94.018    0.335   34.959    0.011    2.177    0.585  183.305    1.223    1.367    0.000
 130.209   30.031   58.767  214.376    4.174  792.802   -4.154    1.202   51.464  309.667    0.468    1.405    0.997
 103.990   11.800   71.404   94.885    3.161  343.035    2.603    1.686   38.285  235.703    0.932    1.278    0.303
 137.996    6.488   95.213  255.913    0.575   90.997    2.053    1.001    0.650  454.490    1.098    0.912    0.101
 124.733   36.599   83.921   93.675    1.493   72.337    1.064    2.040   10.178  176.635    0.627    1.367    0.276
 154.416   12.769   96.755  104.616    0.702   84.674    0.852    1.961    7.226  256.509    0.420    1.262    0.860
  99.804   73.568   72.013   47.556    1.461   87.594    2.201    2.277   24.114  151.196    0.950   -0.360    0.000
 140.321   34.325  110.499  255.778    3.814  814.401   -3.629    1.200   12.864  540.665    0.148   -0.379    0.994
 121.273   63.962   96.298   56.736    3.465  365.583   -1.913    2.303   37.948  256.341    1.944   -1.089    0.172
 241.324   96.436  156.420   68.940    1.746  121.842   -0.053    3.644    0.715  191.826    1.015    1.372    0.002
 128.592   57.061   96.608   26.563    2.557  167.849    4.959    2.926   13.272  184.267    1.393   -1.362    0.917
 116.155   16.169   66.948  122.666    3.594  396.960   -2.112    1.597    3.621  242.373    0.323    1.340    0.954
 104.185   35.523   72.224   45.191    0.073  107.151    3.680    2.448   20.234  186.716    1.403   -0.966    0.000
 118.967   11.694   75.790   42.777    4.068  426.983   -4.087    3.067   21.598  170.345    1.199    1.328    0.591
 113.519   29.123   72.731   41.762    1.375  359.518    0.218    2.769  102.980  511.664    0.973    1.409    0.123
 136.678   40.056   87.765  144.366    2.784 1253.047   -1.275    1.651  248.730  995.573    0.436    1.355    0.751
 118.848    8.935   82.270  165.389    3.877  577.807   -3.718    1.495   28.078  358.700    2.404    1.111    0.997
  91.934   16.029   70.953  188.502    2.333  319.276   -1.250    0.952   23.250  406.435    2.241    1.288    0.675
 157.605   30.101  118.893  114.107    3.314  333.382   -2.405    2.487   91.548  295.544    2.962    0.054    0.681
  99.560   49.323   60.619  257.608    3.465  692.537   -0.374    0.890   38.628  483.809    0.335    1.127    0.332
  70.430   26.282   49.958  170.867    1.168  112.974   -0.341    0.778    2.823  299.845    0.949    0.348    0.000
  82.904    0.523   42.029   90.237    0.867   59.568   -0.115    1.893   18.573  157.659    1.185    1.013    0.000
  86.462   16.471   54.065  124.775    4.571  583.660   -5.058    1.409    5.513  197.275    1.407    0.184    0.900
 152.991   36.989   63.518  212.520    3.974  735.399   -3.906    1.347   62.767  367.512    0.521    1.414    0.981
 101.343    2.707   67.491   94.087    0.101  245.747    0.807    1.744   27.315  335.436    0.782    0.913    0.000
 183.905   81.980   77.420  149.160    0.295   87.635    0.023    2.693   42.189  184.307    1.340    0.651    0.000
 118.442   66.800   81.340   69.940    1.189   46.282   -0.348    3.126    3.067  156.280    0.518    1.414    0.616
 129.243   22.203   82.201   78.114    1.833  356.685   -0.820    2.242    6.509  334.916    0.651    1.384    0.353
 134.965   28.989   67.777  131.820    3.977  579.264   -3.572    1.966   22.451  251.734    1.086    1.180    0.717
 105.919   63.824   54.421   48.025    2.618  278.445   -1.495    2.741   22.129  198.896    1.790    1.403    0.787
 110.077   17.557   79.640   92.635    5.821  900.926   -8.409    1.846   26.979  188.606    1.463    0.529    0.678
 125.220   18.505   90.832   13.843    7.468 1565.550  -13.828    2.803    3.397  167.257    1.129   -1.405    0.940
 156.339    3.042   76.626  281.948    2.172  492.613    0.715    1.989  215.502  509.306    4.037    1.023    0.771
 168.305   49.043  125.887   71.809    1.686  246.217    1.510    2.727   63.356  341.673    2.340   -1.019    0.004
 131.155   56.336   90.921   43.867    1.901  236.889   -0.408    2.693   71.020  449.137    0.744    0.262    0.101
 132.071   28.218   97.790   72.333    2.897  290.356   -0.825    2.851   27.221  225.853    3.012   -0.850    0.758
  93.498   14.573   62.834   23.170    2.409  148.795    0.150    2.690    2.374  143.656    0.962   -0.975    0.484
 129.454   11.340  100.530  283.132    4.103  872.979   -3.128    1.070    1.345  588.025    4.135    1.235    0.816
  44.734   42.814   34.483   42.349    1.139   87.979   -0.313    1.102   34.468  172.715    1.149   -1.184    0.000
 102.649   42.027   67.970  187.481    1.163  221.482    1.313    1.239   69.195  459.184    0.241    1.117    0.002
 121.475    7.494   72.628   37.512    0.853  112.506    4.226    2.645   22.450  181.626    0.622    1.272    0.836
 105.803   82.653   82.120  105.382    0.397  237.225    6.492    1.536  107.665  470.457    1.723    0.133    0.000
  94.181  109.470   82.581  104.480    4.008  428.706   -3.970    1.156   15.164  304.481    1.600   -0.840    0.199
 140.363   73.416   94.269  118.136    1.216   88.950    0.114    2.516   50.347  253.439    0.289   -0.309    0.973
 116.321   14.750   79.858   39.941    4.706  783.263   -3.901    2.435   33.037  265.981    0.685    1.403    0.573
 138.841    6.329   91.876   62.093    5.251  643.380   -5.273    2.289    1.187  196.310    0.573    1.191    0.970
 102.427   40.065   75.506   36.049    5.359  474.286   -7.179    2.837   29.088  138.380    1.518   -1.396    0.877
 146.862   83.966  123.965   44.839    0.525   91.085    0.271    3.275   29.150  144.568    1.519   -0.489    0.000
 126.040   66.533   72.631   50.061    3.718  332.348   -2.657    2.854   26.351  184.696    3.064    1.409    0.998
 117.781   12.010   83.509  108.930    3.950  713.116   -3.858    1.608   72.605  378.804    0.645    1.311    0.989
 144.380    1.549   82.513  101.645    2.272  196.506    0.687    1.903   60.640  217.380    0.613    1.033    0.006
 128.458   35.647   96.221   83.962    4.605  997.308   -4.802    2.071    1.173  317.179    2.091    1.411    0.821
 101.821   32.698   66.517   35.157    3.616  292.339    0.425    2.860    2.446  168.253    0.626    1.414    0.737
 119.224   28.056   79.450   73.500    0.892  101.077    0.319    2.268   34.075  219.077    0.467    1.412    0.018
 121.110   25.016   85.722  122.621    2.650  479.248   -1.749    1.852    1.332  364.715    2.574    1.328    0.923
  67.192   61.877   46.177   43.850    3.630  995.071   -3.288    1.979   66.037  428.992    1.689    0.335    0.370
  70.331   20.016   46.637  168.816    2.493  209.329   -1.529    0.924   47.632  306.013    0.254    1.326    0.842
  99.641    1.262   67.441  109.927    3.088  309.768   -1.308    1.610    3.606  240.018    0.657    0.881    0.231
  70.679   84.570   58.842   83.849    1.956   75.942    0.987    1.153   23.677  169.551    1.633   -0.323    0.927
  99.501   31.638   39.214  278.053    1.995  329.079    1.709    0.772   65.580  417.184    1.977    1.405    0.162
 245.648   89.387  198.819   46.044    1.379  124.701    1.812    3.976    0.058  210.651    2.675   -1.414    0.001
 135.202   74.164   47.133  162.615    0.509   40.987    3.371    1.599   25.492  204.764    1.505    1.281    0.000
 106.310   53.232   77.230   54.415    2.946  165.612   -1.802    2.322   32.533  185.039    0.657   -0.171    0.700
 111.626   67.810   58.009  111.286    7.052 2160.691  -12.422    1.824    4.235  237.544    0.682    1.072    0.766
  86.976    9.134   57.829  131.379    1.743  308.335    2.490    1.195   53.392  338.312    0.963    0.647    0.000
 120.260   18.779   48.615  202.846    4.507 1293.720   -5.023    1.367   81.637  432.744    1.322    1.229    0.662
  72.648   71.849   56.326   16.066    2.190  174.568   -0.407    2.052   29.511  201.605    1.576   -1.398    0.005
 115.885  103.402   91.163   93.193    1.349  158.297    1.259    1.686    4.663  275.648    1.986    0.186    0.312
 137.389    1.828   95.563  169.686    1.476  146.684   -0.045    1.453    4.882  296.837    1.139    1.102    0.585
